  6193   5 0 1  0.3467371309  0.4758480839   10.59    22.98   -11.12   0.28   0.16   0.25   0.31   0.19  56  0.10  3    0.0    0  4.7736 0.0006 0.005 0  0.032 0.007  0.100   1.26  -0.08   1.08  -1.47   0.39   1.07  -1.92   0.96  -0.67   1.00   1.45  -1.22  -1.80   0.32   1.00
  6537   5 0 1  0.3666246783 -0.1428159978   28.66   -77.94  -206.53   0.15   0.10   0.19   0.17   0.10 118  0.36  0    0.0    0  3.7757 0.0004 0.003 0  1.065 0.004  1.050   1.08  -3.64   1.11   0.22   1.27   1.05   0.80  -0.76   0.78   1.17  -1.54  -2.65   2.42  -5.99   1.00
  6686   5 0 1  0.3744169753  1.0513061203   32.81   296.57   -49.22   0.08   0.08   0.14   0.11   0.08 209 -1.59  1    0.0    0  2.7146 0.0004 0.005 0  0.160 0.002  0.190   1.12   5.08   1.09  -1.00  -0.40   1.02   3.32   2.37  -0.18   1.07   3.59   4.87  -2.00   4.29   1.00
  6706   5 0 1  0.3763568871  0.3346201252   39.66   -26.89    11.12   0.24   0.14   0.25   0.31   0.17 113 -0.38  0    0.0    0  5.4375 0.0005 0.005 0  0.395 0.004  0.460   1.17  -3.55   1.05   0.11  -0.14   1.03   0.41  -1.11   0.78   1.27  -1.92   0.32  -1.79  -4.58   1.00
  6867  75 4 1  0.3855680843 -0.7560369968   13.96   -18.06  -208.63   0.21   0.23   0.34   0.28   0.28 171 19.53  0    0.0    0  3.5329 0.0041 0.037 1  1.542 0.063  1.730   1.04   1.92   1.05   0.04   1.21   1.01   0.49  -1.44   0.15   1.00  -1.23   1.54   0.81  -0.11   1.00
  7007   5 0 1  0.3934948878  0.1072318645   10.73   292.00   -45.95   0.16   0.12   0.19   0.18   0.13  88 -2.19  0    0.0    0  4.9799 0.0010 0.007 0  1.372 0.008  1.420   1.09  -2.64   1.02  -0.16   0.40   1.02   1.00   0.33  -0.88   1.10  -0.07  -1.19   1.30  -3.02   1.00
  7083   5 0 1  0.3981518924 -0.8564867686   22.95   138.38   153.89   0.13   0.14   0.19   0.19   0.16 125  0.02  0    0.0    0  4.0987 0.0004 0.005 0  0.972 0.038  1.000   1.03   1.25   1.06  -0.06   1.45   1.05  -0.71  -0.78   1.12   1.00  -0.87  -0.17   1.58  -0.06   1.00
  7097  15 3 2  0.3991708965  0.2678352776    9.33    27.14    -2.64   0.63   0.43   0.72   0.74   0.47 115 30.87  0    0.0    0  3.7914 0.0004 0.003 0  0.974 0.001  0.940   1.27  -6.19   1.05  -0.63  -0.78   1.03   2.73  -1.46   0.57   1.27  -4.00   3.01  -2.21  -6.12   1.00
  7513   5 0 1  0.4223680040  0.7226777448   74.12  -173.33  -381.80   0.17   0.12   0.19   0.20   0.13  94  0.49  2    0.0    0  4.2118 0.0006 0.004 0  0.536 0.007  0.580   1.05  -0.81   1.02  -0.76   0.11   1.02   0.93  -0.88   0.04   1.01  -1.30  -0.75  -1.56   1.28   1.00
  7588   1 1 1  0.4263513349 -0.9989681672   23.39    87.00   -38.24   0.45   0.43   0.57   0.58   0.50 121  0.46  0    3.1    0  0.4233 0.0024 0.022 2 -0.158 0.007 -0.170   1.05   0.52   1.04   0.29   0.41   1.05   0.10  -0.25   0.06   1.00  -0.24   0.30   0.64   0.10   1.00
  7607   5 0 1  0.4275694742  0.8487271970   18.41    61.95  -112.15   0.14   0.12   0.18   0.17   0.17  81 -0.96  2    0.0    0  3.7515 0.0004 0.004 0  1.275 0.004  1.230   1.05  -0.28   1.02  -1.13   0.50   1.02   0.45  -0.95   0.13   1.00  -1.15   0.40  -0.94  -0.14   1.00
  7884   5 0 1  0.4425796899  0.0957767696    8.98   -23.36     3.36   0.20   0.16   0.23   0.26   0.18  70 -0.36  0    0.0    0  4.5914 0.0009 0.005 0  1.347 0.048  1.370   1.11  -2.84   1.01   0.08  -0.01   1.00   0.45   0.12  -0.08   1.18  -0.10  -0.99   0.27  -3.41   1.00
  8102   5 0 1  0.4541584879 -0.2781977287  273.96 -1721.05   854.16   0.14   0.13   0.17   0.18   0.15  72 -1.04  1    0.0    0  3.6295 0.0005 0.004 0  0.727 0.007  0.820   1.05  -2.15   1.05   0.08   1.19   1.02  -0.85   0.13  -0.75   1.02   0.40  -1.23   1.11  -1.18   1.00
  8198   7 0 1  0.4598643490  0.1598309944   11.67    72.98    39.30   0.60   0.40   0.67   0.79   0.33 104 18.91  0    0.0   88  4.4267 0.0005 0.004 0  0.942 0.048  0.930   1.38  -4.37   1.26   0.60  -0.02   1.20   1.67   0.44  -1.60   1.37  -0.60  -1.82   1.32  -4.74   1.14
  8645   1 1 1  0.4863367693 -0.1803788229   13.88    40.80   -37.25   0.44   0.37   0.57   0.57   0.50  91  0.26  1    2.2    0  3.9067 0.0006 0.004 0  1.136 0.007  1.070   1.10  -0.94   1.06   0.23   0.48   1.02  -0.59   0.23  -0.05   1.10   0.48  -0.42   0.40  -0.96   1.00
  8796   5 0 1  0.4934118400  0.5162578708   51.50    10.82  -234.24   0.19   0.13   0.23   0.21   0.16  86  1.94  0    0.0    0  3.5210 0.0006 0.006 1  0.488 0.009  0.550   1.11  -2.00   1.08  -2.39   0.66   1.08   0.00  -0.33   0.61   1.01  -0.47   2.38  -2.91  -1.05   1.00
  8832  17 3 2  0.4953655907  0.3367454416   19.88    79.20   -97.63   0.87   0.58   0.96   1.31   0.72  96 29.21  1    0.0   89  3.8584 0.0006 0.006 0 -0.047 0.005 -0.030   1.13  -2.91   1.39  -0.18   0.02   1.18   0.73  -0.60   1.14   1.27  -1.53   5.80  -1.35  -0.19   1.21
  8837   5 0 1  0.4958785616 -0.8081301415    9.54   -93.16   -91.17   0.13   0.15   0.19   0.17   0.18 128  0.26  0    0.0    0  4.4099 0.0048 0.045 2  1.597 0.006  2.490   1.03   0.65   1.04  -0.84   1.45   1.00  -0.56  -0.22  -0.24   1.00  -0.23  -0.04  -0.04   0.23   1.00
  8886   1 0 1  0.4991411472  1.1112536973    7.92    32.09   -18.94   0.23   0.29   0.43   0.29   0.37 251  0.31  0    2.2    0  3.3107 0.0003 0.005 0 -0.150 0.007 -0.120   1.17   2.10   1.03  -0.15   0.07   1.02   0.60   0.98  -0.49   1.23   0.92   0.76  -0.63   1.93   1.00
  8903  75 4 1  0.5002076818  0.3631733438   55.60    98.74  -110.41   0.56   0.41   0.58   0.71   0.47 103 28.01  1    0.0    0  2.7044 0.0005 0.004 0  0.165 0.003  0.180   1.08  -4.34   1.37  -0.58  -0.40   1.03   1.21  -1.06   0.60   1.01  -2.59   7.23  -1.68  -1.00   1.00
  8928   5 0 1  0.5014923468 -1.1806712765   14.91    76.22    72.94   0.13   0.14   0.16   0.14   0.17 146  0.35  0    0.0    0  4.8442 0.0005 0.005 0  0.931 0.036  0.950   1.01   0.26   1.02  -0.78   1.15   1.00   0.59  -0.02  -0.19   1.00   0.00   0.49   0.19   0.12   1.00
  9007   7 1 1  0.5059151382 -0.9007572172   56.02   680.92   283.46   0.30   0.29   0.38   0.41   0.33 116 21.35  0    0.0   91  3.8511 0.0025 0.015 2  0.844 0.015  0.900   1.08   1.28   1.02  -0.38   1.35   1.05   1.91  -0.25   0.85   1.20   0.00   0.08   0.85   0.90   1.00
  9153   5 0 1  0.5145649062  0.4118295652   25.32   -92.55   -13.25   0.31   0.18   0.30   0.50   0.23  72  3.17  0    0.0    0  4.8582 0.0006 0.005 0  0.290 0.000  0.330   1.06  -0.37   1.02  -0.94   0.39   1.01  -0.73  -0.26   0.28   1.00  -0.38   0.71  -0.31  -0.03   1.00
  9347   5 0 1  0.5236151246 -0.3678765214   11.14   134.92   -24.59   0.15   0.11   0.18   0.15   0.12 105 -1.80  0    0.0    0  4.1012 0.0009 0.008 0  1.554 0.056  1.790   1.13  -1.53   1.05   0.01   0.52   1.03   3.33  -1.37  -1.44   1.10  -2.52   2.58   1.08  -3.43   1.00
  9487  15 3 2  0.5325290992  0.0482367341   21.66    32.45     0.04   0.91   0.57   1.06   1.01   0.72  78 16.53  0    0.0    0  3.8281 0.0009 0.007 1  0.024 0.023  0.050   1.54  -3.58   1.26   0.50   0.76   1.13   3.31  -1.39  -0.17   1.09  -4.50   2.25  -1.78  -1.58   1.00
  9640  15 3 2  0.5406098378  0.7387952238    8.30    42.32   -49.30   0.89   0.66   1.04   0.92   0.81  99 51.48  0    0.0    0  2.2409 0.0018 0.012 0  1.370 0.400  1.370   1.08  -1.53   1.09  -1.97   0.63   1.01   1.88  -0.51  -0.22   1.02  -1.06   3.47  -1.03  -1.77   1.00
  9884   5 0 1  0.5548900421  0.4095027186   49.56   188.55  -148.08   0.22   0.14   0.25   0.31   0.19  66  3.24  4    0.0    0  2.1726 0.0006 0.004 0  1.151 0.006  1.130   1.06  -1.98   1.08  -1.31   0.82   1.02   0.74  -0.74   0.83   1.02  -1.44   2.47  -0.45  -1.43   1.00
 10064  75 4 1  0.5652336717  0.6106451889   25.71   149.16   -39.10   0.26   0.22   0.34   0.35   0.35  83  9.60  1    0.0    0  3.0625 0.0005 0.003 0  0.140 0.002  0.170   1.06  -2.58   1.09  -1.39   0.75   1.08  -0.41  -0.01   0.79   1.06   0.12   1.98  -2.30  -1.87   1.00
 10306   5 0 1  0.5794481401  0.3702014879   34.64   163.49     5.22   0.29   0.19   0.33   0.36   0.27  80  1.52  0    0.0    0  5.3294 0.0008 0.005 0  0.457 0.003  0.530   1.07  -1.51   1.15  -1.17   0.38   1.05   0.03  -0.25   0.35   1.05  -0.41   2.20  -1.38  -1.31   1.00
 10602   5 0 1  0.5956299907 -0.8990559484   21.22    91.03   -22.23   0.10   0.10   0.12   0.12   0.12 114 -1.00  2    0.0    0  3.5211 0.0004 0.004 0 -0.120 0.005 -0.110   1.03   1.80   1.07  -0.32   2.42   1.00   0.33  -0.94   0.56   1.00  -0.84   1.26   0.45   0.40   1.00
 10670   5 0 1  0.5991450381  0.5907471917   29.04    44.64   -52.57   0.21   0.14   0.25   0.27   0.19  97  2.40  1    0.0    0  4.0211 0.0004 0.003 0  0.019 0.003 -0.020   1.09  -2.17   1.06  -1.37   0.54   1.05  -1.05  -0.62   1.02   1.05  -0.56   2.02  -1.74  -1.95   1.00
 10826   7 0 1  0.6080135631 -0.0519595123   10.91     9.33  -237.36   1.55   1.31   1.22   1.99   1.58  86 13.66  0    0.0  106  4.9898 0.2820 1.303 1  0.966 0.299  5.710   2.08  -1.93   2.12   0.99   0.90   1.03   2.76  -0.54  -0.13   1.75  -1.98   3.08  -0.24  -1.02   1.48
 11001   5 0 1  0.6185027212 -1.1983330069   23.35   -49.95     2.48   0.29   0.33   0.34   0.37   0.44 110 19.51  0    0.0    0  4.0980 0.0004 0.004 0  0.034 0.006  0.040   1.01   0.26   1.04  -1.07   1.79   1.01   0.06  -0.27   0.50   1.05  -0.24   1.27   0.52  -1.97   1.00
 11407   5 0 1  0.6413434159 -0.8325888425    6.42    19.32    -5.54   0.11   0.12   0.15   0.12   0.12 136 -0.99  0    0.0    0  4.2002 0.0017 0.015 2 -0.136 0.012 -0.110   1.03   0.21   1.09  -1.05   1.34   1.01   0.77  -1.18   0.49   1.02  -1.16   2.80  -0.74  -1.70   1.00
 11484   1 2 1  0.6464639924  0.1476564024   16.89    41.80   -13.55   1.08   0.74   1.21   1.42   0.91  73  0.16  0    4.5    0  4.2725 0.0006 0.004 0 -0.053 0.003 -0.060   1.06  -0.35   1.12  -0.21  -0.06   1.03  -0.02  -0.04   0.04   1.00  -0.06   0.55  -0.23   0.11   1.00
 11767   5 0 1  0.6622851337  1.5579531082    7.54    44.48   -11.85   0.09   0.10   0.11   0.11   0.13 127  1.08  2    0.0    0  2.1077 0.0021 0.014 1  0.636 0.003  0.700   1.02   1.23   1.04  -0.42  -2.11   1.01   1.67  -0.26  -0.93   1.06  -0.06   1.42   0.64   2.87   1.00
 12387   5 0 1  0.6958735570  0.0057336988    5.02    12.85    -2.94   0.13   0.08   0.15   0.17   0.11  82 -4.82  0    0.0    0  4.0081 0.0013 0.011 1 -0.212 0.009 -0.220   1.12  -2.94   1.12  -0.50   0.06   1.08  -0.31  -1.42   0.91   1.00  -2.11   1.91  -1.97  -0.36   1.00
 12394   5 0 1  0.6963299159 -1.1914830047   21.48    87.30     0.09   0.08   0.09   0.09   0.09   0.10 104 -3.54  0    0.0    0  4.0933 0.0005 0.004 0 -0.061 0.006 -0.070   1.04  -0.38   1.08  -0.85   2.11   1.00   1.90  -0.77   0.42   1.00  -0.81   2.27   0.39  -0.29   1.00
 12486   5 0 1  0.7010356176 -0.6956063706   21.65   135.92   -27.53   0.12   0.14   0.18   0.14   0.15 149  0.17  0    0.0    0  4.2751 0.0006 0.006 0  1.006 0.037  1.050   1.03   1.14   1.03   0.10   0.06   1.00   0.34  -1.04  -0.50   1.00  -0.86   1.18   0.45   0.17   1.00
 12706  15 3 2  0.7125397178  0.0564818484   40.97  -146.10  -146.12   0.58   0.47   0.63   0.71   0.55  46 16.21  0    0.0    0  3.5001 0.0006 0.003 0  0.093 0.004  0.100   1.02  -0.07   1.01  -1.04   0.72   1.00  -0.28  -0.32  -0.05   1.01  -0.39  -0.55  -0.33   0.78   1.00
 12719  75 4 1  0.7131932007  0.4835813527    9.51     2.06   -10.37   0.75   0.43   0.85   1.03   0.53  79 22.76  0    0.0    0  4.6112 0.0008 0.006 0 -0.122 0.012 -0.120   1.02  -0.90   1.06  -0.70   0.57   1.09  -0.08  -0.24   1.40   1.00  -0.43   1.97  -0.30  -0.05   1.00
 12777   5 0 1  0.7164349764  0.8592023127   89.87   334.66   -89.99   0.13   0.12   0.22   0.17   0.17 129 -0.90  0    0.0    0  4.2097 0.0004 0.004 0  0.514 0.002  0.590   1.08  -1.54   1.11  -1.22   0.19   1.08  -0.08   1.34  -1.56   1.00   1.55   2.18  -1.62  -0.55   1.00
 12828   5 0 1  0.7196845878  0.1765264478   38.80   282.70   -32.53   0.26   0.22   0.32   0.40   0.27  46  1.62  0    0.0    0  4.3439 0.0013 0.006 0  0.311 0.009  0.370   1.06  -0.20   1.29  -0.03   2.85   1.00   1.00  -0.22   0.05   1.01  -0.36   0.87   0.09   0.62   1.00
 13061   5 0 1  0.7326340595  0.5104638392   19.01   149.47  -127.05   0.19   0.11   0.21   0.25   0.18  94 -0.43  2    0.0    0  4.6868 0.0004 0.003 0  1.112 0.002  1.040   1.04  -1.79   1.05  -0.85   0.22   1.05   0.05   0.00   1.18   1.00  -0.02   1.67  -0.48  -0.35   1.00
 13209   5 0 1  0.7416914391  0.4757905498   19.69    66.81  -116.52   0.18   0.10   0.19   0.24   0.15  65 -0.95  4    0.0    0  3.5831 0.0006 0.004 0 -0.100 0.000 -0.080   1.06  -2.17   1.03  -0.68   0.48   1.00   0.77  -0.30   0.14   1.04  -0.82   0.99  -0.33   1.59   1.00
 13254   5 0 1  0.7443039667  0.6687911179   27.01   195.77  -109.98   0.16   0.12   0.19   0.17   0.15  59 -2.06  0    0.0    0  4.3081 0.0006 0.004 0  0.343 0.007  0.410   1.03  -0.03   1.07  -1.00   1.37   1.04  -0.49  -0.17   0.46   1.00  -0.23  -0.49   1.48  -0.05   1.00
 13268   5 0 1  0.7448041834  0.9755610262    3.71    16.23   -13.54   0.14   0.14   0.21   0.22   0.19  86 -0.37  1    0.0    0  3.8960 0.0011 0.008 2  1.690 0.007  1.640   1.06   0.86   1.03  -1.53  -0.23   1.04   0.60   0.34  -1.30   1.07   0.39   1.21  -0.31   1.91   1.00
 13531  75 4 1  0.7603426742  0.9208791633   12.83    -1.26    -4.37   0.24   0.22   0.36   0.28   0.29 113  9.04  2    0.0    0  4.0759 0.0005 0.005 0  0.758 0.003  0.800   1.09   1.28   1.19  -1.49  -0.94   1.01   0.89   1.67  -0.68   1.00   2.13   3.12  -0.01  -0.44   1.00
 13701   5 0 1  0.7698068323 -0.1552925886   23.89    77.36  -220.16   0.15   0.12   0.19   0.19   0.20 118 -2.12  4    0.0    0  4.0583 0.0004 0.005 0  1.088 0.025  1.080   1.43  -5.22   1.12   0.37   0.52   1.05   4.96  -1.41   1.00   1.18  -4.67   2.28  -1.66  -2.64   1.00
 13847  17 3 2  0.7778143958 -0.7034503238   20.23   -52.89    21.98   0.38   0.47   0.55   0.53   0.62 150 30.46  2    0.0  136  2.9378 0.0011 0.009 0  0.128 0.012  0.170   1.07   0.45   1.18  -0.37  -0.34   1.03   1.61   0.43  -0.48   1.23   0.46   1.54   0.69   0.75   1.14
 13914  15 3 2  0.7819608800  0.3724610305    9.81   -13.74    -5.12   0.73   0.41   0.79   0.92   0.64  68 13.81  0    0.0    0  4.6513 0.0005 0.004 0  0.048 0.005  0.050   1.10  -1.47   1.16  -0.78   1.35   1.01   0.80  -0.45   0.24   1.00  -1.15   1.11  -0.25   0.30   1.00
 13954   5 0 1  0.7841543489  0.1554634808    5.66     6.01   -17.70   0.18   0.15   0.24   0.26   0.29 112 -2.21  0    0.0    0  4.6767 0.0004 0.005 0 -0.109 0.006 -0.090   1.20  -4.03   1.40  -1.04   0.33   1.24  -0.42  -0.08   0.50   1.13   0.18   2.79  -2.37  -1.55   1.00
 14135   5 0 1  0.7953450247  0.0713826671   13.09   -10.41   -76.85   0.40   0.33   0.44   0.51   0.36  56 11.17  0    0.0    0  2.6196 0.0033 0.012 2  1.630 0.040  1.970   1.22  -3.43   1.03  -1.72   0.37   1.01  -1.58  -1.06   0.51   1.09  -0.31   0.73  -0.56  -2.71   1.00
 14146   5 0 1  0.7958405515 -0.4123224482   36.80  -147.25   -55.28   0.13   0.13   0.18   0.17   0.17 107  0.08  1    0.0    0  4.1328 0.0004 0.003 0  0.163 0.004  0.180   1.10  -1.86   1.02  -0.96   0.16   1.03  -2.23   0.30  -1.19   1.14   0.80   1.16   1.67  -3.15   1.00
